life_expectancy,state,median_income,unemployment,income_inequality,gender_pay_gap,disconnected_youth,adult_smoking,physical_inactivity,adult_obesity,diabetes_prevalence,food_insecurity,insufficient_sleep,pm25,primary_care_physicians,homeownership,severe_housing_cost_burden
77.468741818,IL,80346,0.0446092058,4.9471483934,0.8015724075,0.0657591071,0.128,0.221,0.33,0.107,0.12,0.367,8.65,7.912263e-4,0.6683522914,0.1402452148
76.839950252,IL,66854,0.0569219067,4.2029336517,0.6649033636,0.0644728005,0.187,0.258,0.378,0.109,0.131,0.38,9.1,4.561628e-4,0.7617586182,0.0888987501
78.794249148,IL,62169,0.04140472,5.8982173913,0.8295762094,0.054881697,0.16,0.239,0.355,0.105,0.127,0.359,7.6,0.0010439782,0.5344903733,0.1731426913
77.390350131,IL,80547,0.0442190389,5.4311047829,0.8606058904,0.0694168744,0.12,0.209,0.328,0.108,0.121,0.36,10.8,9.164636e-4,0.5750967342,0.1767803399
81.327487589,IL,107032,0.0337090124,4.1064060162,0.760827564,0.0347049561,0.097,0.179,0.294,0.093,0.09,0.354,9.2,0.0013493569,0.7312823858,0.1229660691
72.450358496,IL,52533,0.0548057518,5.0473628591,0.7668158159,0.1313299944,0.203,0.269,0.396,0.111,0.166,0.396,9.1,3.472037e-4,0.7476751395,0.1192307692
74.922802582,IL,62914,0.0533937273,4.1349751949,0.7201355004,0.1259259259,0.19,0.251,0.393,0.108,0.132,0.379,8.5,3.614784e-4,0.7790965329,0.0769924134
77.363218073,IL,73198,0.0494969989,4.0227131577,0.7243653654,0.1149521033,0.152,0.208,0.347,0.088,0.114,0.359,8.9,2.249167e-4,0.8038596318,0.0732658228
74.120151659,IL,60543,0.0470812105,4.2653976215,0.7222660403,0.1204545455,0.184,0.241,0.388,0.105,0.142,0.385,9,4.881091e-4,0.7185410334,0.1057318538
79.770378976,IL,97543,0.0511184023,3.9693131056,0.7731087735,0.0622655913,0.121,0.21,0.373,0.1,0.102,0.352,8.8,3.995438e-4,0.7574128256,0.1206194014
74.582384052,IL,68451,0.0584103156,4.4678543512,0.7651246693,0.0538295909,0.171,0.237,0.403,0.111,0.134,0.41,9.3,3.470887e-4,0.6877124343,0.1354658056
80.46606729,IL,114606,0.0382915445,2.9478666754,0.8298555822,0.0687022901,0.111,0.199,0.364,0.093,0.076,0.342,9.5,2.965885e-4,0.8417553789,0.0916145181
80.432250505,IL,108349,0.0503572022,4.6557069148,0.7897486814,0.0456961398,0.131,0.213,0.319,0.106,0.099,0.338,9.1,0.0010643398,0.7440310138,0.123611321
75.803065293,IL,72225,0.057907022,4.3242084754,0.6815696218,0.0603684115,0.166,0.232,0.366,0.102,0.134,0.368,9.6,3.762676e-4,0.7391111505,0.1119459053
79.472428098,IL,101205,0.0373275039,3.8180100886,0.7231969548,0.0477339612,0.134,0.201,0.342,0.091,0.092,0.31,8.2,4.499843e-4,0.825787207,0.1031942316
78.517526472,IL,79622,0.0385506032,5.2833219877,0.7604065041,0.0184187244,0.143,0.217,0.354,0.1,0.109,0.35,8.9,6.144339e-4,0.6521600649,0.1149736299
74.624427296,IL,61033,0.0604344556,4.4268681903,0.805406646,0.0896207585,0.183,0.256,0.371,0.105,0.137,0.399,8.6,8.883943e-4,0.6984584853,0.0963002603
75.058121488,IL,70256,0.0410646388,4.5689250289,0.7864184363,0.1391631406,0.183,0.24,0.381,0.101,0.135,0.37,8.6,2.477143e-4,0.7771212208,0.0903376437
75.376217185,IL,73194,0.0413018538,4.5688804554,0.7393434661,0.0918948978,0.147,0.207,0.358,0.093,0.12,0.365,10.9,4.763885e-4,0.7361246972,0.1080208382
72.411380628,IL,54774,0.0487197724,4.6926519652,0.8131614181,0.0848385331,0.201,0.259,0.385,0.108,0.151,0.385,8.9,3.476865e-4,0.7445198836,0.1067400644
74.133372948,IL,60599,0.0506685433,5.3459935553,0.773209123,0.1026058632,0.191,0.244,0.362,0.102,0.142,0.361,8.5,3.916821e-4,0.7626276076,0.1013829191
77.791451891,IL,78109,0.0538497081,3.8563513707,0.7290021366,0.0868459302,0.185,0.245,0.359,0.103,0.12,0.37,9.4,5.63665e-4,0.7451075139,0.0919563059
75.267453864,IL,62873,0.0546952744,5.3557145115,0.7529948149,0.0855579869,0.165,0.246,0.356,0.105,0.131,0.383,8.2,0.0013375541,0.6698757039,0.1374514573
73.665738365,IL,57119,0.0421778084,4.0810504371,0.8942118438,0.131840796,0.157,0.223,0.374,0.099,0.139,0.372,8.6,5.697645e-4,0.7356663021,0.0728487886
76.435559792,IL,63457,0.0510858725,4.6112701909,0.7871955509,0.0581198804,0.141,0.225,0.374,0.106,0.132,0.368,8.1,4.898222e-4,0.6863152046,0.1158223232
74.132190766,IL,66007,0.0463335987,4.9340690138,0.7724853562,0.089741618,0.163,0.219,0.382,0.11,0.117,0.388,9.5,5.887063e-4,0.6779003288,0.1276156584
76.787168546,IL,73004,0.0427826158,4.5714010901,0.8924066842,0.0916255122,0.162,0.227,0.383,0.097,0.12,0.369,7.6,0.0012067744,0.7061454502,0.111968639
76.578715422,IL,73659,0.0453739237,4.0997415279,0.7203823005,0.0727243794,0.147,0.214,0.352,0.092,0.111,0.369,9,4.29405e-4,0.7752545901,0.0965501494
74.652892987,IL,64452,0.0544380363,4.8870415027,0.9051837751,0.1417497231,0.178,0.234,0.376,0.103,0.167,0.37,8.8,7.681853e-4,0.7682962106,0.0954586197
72.521270274,IL,51813,0.0581854662,4.5319359223,0.7469842586,0.0982425814,0.198,0.28,0.41,0.114,0.143,0.384,8.8,3.557015e-4,0.6923637568,0.1045190955
75.477619075,IL,68641,0.0465952424,4.4356218548,0.7859696157,0.0525905727,0.157,0.232,0.353,0.097,0.126,0.358,9.1,5.062833e-4,0.7546413956,0.0830131356
78.546473926,IL,103587,0.0421194322,3.7865788573,0.76275109,0.0738358376,0.125,0.207,0.366,0.099,0.088,0.38,9.8,5.40694e-4,0.8251958062,0.1110180922
75.533801627,IL,60704,0.0441294895,4.6985972818,0.8174241416,0.1285914506,0.186,0.244,0.384,0.102,0.14,0.385,9,7.92476e-4,0.7113018697,0.1051070369
74.53418613,IL,65795,0.0616879919,4.7068620919,0.7704200076,0.0924399352,0.186,0.276,0.385,0.115,0.145,0.377,9.1,7.028847e-4,0.6524006271,0.1354907539
75.094796569,IN,69458,0.0333316575,4.3114359191,0.7775369876,0.0582705523,0.169,0.266,0.384,0.112,0.139,0.386,8.55,6.560402e-4,0.7035088459,0.1113793261
77.026380163,IN,66567,0.0271878161,3.4013562387,0.9086357174,0.1750756811,0.241,0.332,0.4,0.125,0.125,0.385,8.1,3.893106e-4,0.8219522074,0.0794034328
75.614121219,IN,66194,0.0313275009,4.0688655767,0.773566408,0.0655706548,0.188,0.269,0.383,0.116,0.13,0.36,8.4,7.385334e-4,0.6912694655,0.1050517903
73.194920246,IN,71718,0.0306657168,3.6779661017,0.8386529365,0.0352919774,0.191,0.279,0.412,0.105,0.127,0.371,9.8,3.829295e-4,0.7497153546,0.0819276607
76.121857001,IN,76778,0.0235951751,4.6634735374,0.6917127264,0.1158059468,0.227,0.324,0.383,0.115,0.132,0.362,8.7,4.191993e-4,0.7152489627,0.0845019122
75.847569923,IN,68933,0.0295058336,3.7474805556,0.7121184151,0.0589812332,0.175,0.259,0.375,0.097,0.127,0.374,8.2,4.61542e-4,0.8227892756,0.0804350424
72.606301168,IN,55704,0.0383537653,4.5361372871,0.8251558224,0.0412234043,0.225,0.288,0.398,0.119,0.167,0.405,8,0.001144175,0.6648896979,0.1429725182
76.243786114,IN,69262,0.0399319537,4.185160293,0.7221176678,0.0668074324,0.196,0.307,0.425,0.118,0.134,0.369,8.2,4.88109e-4,0.712458194,0.114324094
80.651193306,IN,121231,0.0254276772,3.8945333192,0.7096268259,0.0423133389,0.1,0.169,0.279,0.082,0.092,0.311,9.4,0.0013879153,0.7628462653,0.0825050683
73.651380822,IN,75443,0.0284716496,3.664365735,0.8233288192,0.0818941504,0.185,0.262,0.365,0.101,0.124,0.403,9.1,4.778552e-4,0.843737627,0.052739726
78.605697938,IN,95323,0.026561199,3.3125896806,0.7423346903,0.0267179652,0.151,0.239,0.389,0.103,0.097,0.387,9.9,4.850715e-4,0.7784899528,0.0763831163
73.966123901,IN,62048,0.0341246291,3.964909828,0.791116338,0.1290773532,0.226,0.303,0.444,0.118,0.157,0.43,7.3,4.087054e-4,0.7593716143,0.0785322929
72.955822249,IN,61548,0.0500296033,4.1095923427,0.7144304956,0.0514285714,0.203,0.284,0.419,0.109,0.152,0.381,6.7,5.496672e-4,0.7186939566,0.0971136324
74.798499748,IN,67462,0.0297554051,3.6867359798,0.772563967,0.0638511815,0.186,0.263,0.39,0.108,0.138,0.353,8.3,5.447068e-4,0.7617390162,0.0749575263
76.213291567,IN,91676,0.0267337668,3.8668303314,0.7807990053,0.0699460108,0.177,0.278,0.421,0.106,0.115,0.382,9.6,8.034182e-4,0.7394046787,0.1029139991
76.052169095,IN,72726,0.0336965344,3.7773294852,0.7266418953,0.050445705,0.167,0.264,0.395,0.105,0.127,0.355,8.6,4.369211e-4,0.7697735219,0.0920322177
78.604507436,IN,81738,0.0309494334,3.380215718,0.651740982,0.1193976336,0.229,0.315,0.421,0.11,0.106,0.351,8.3,2.467673e-4,0.8183380194,0.0798531811
74.354373816,IN,69182,0.050045635,4.6856446842,0.7011776616,0.0733100233,0.169,0.289,0.381,0.117,0.14,0.434,9.8,5.074635e-4,0.7086481905,0.1344019861
74.31503196,IN,64204,0.0398087168,4.2524627349,0.7127045086,0.0864923747,0.199,0.289,0.397,0.117,0.145,0.389,8.1,3.736987e-4,0.7456331128,0.100783636
73.158893548,IN,62000,0.0357295397,4.1632794542,0.8153589316,0.068119891,0.227,0.293,0.396,0.114,0.157,0.383,8.3,4.817177e-4,0.6997142479,0.110003713
73.043484497,IN,66653,0.0329372679,4.4712874843,0.851582102,0.0768009098,0.176,0.287,0.393,0.13,0.14,0.397,11.1,7.795268e-4,0.5592595207,0.153804965
74.090804582,IN,59297,0.0393270096,3.9531077274,0.8930886358,0.1232414181,0.22,0.29,0.421,0.115,0.157,0.381,8.2,2.217233e-4,0.7503391108,0.0945883083
77.50899723,IN,60553,0.0326317276,5.6130505991,0.7879783804,0.0164448908,0.156,0.236,0.376,0.101,0.15,0.335,7.7,5.862377e-4,0.5483488947,0.1847042877
75.587429091,IN,69928,0.0277865821,4.004026119,0.8309036888,0.0829087541,0.208,0.289,0.426,0.112,0.146,0.406,9,2.889946e-4,0.778085545,0.0889566485
76.991029908,IN,79398,0.0368756519,4.1421542267,0.6715693445,0.0386758805,0.166,0.254,0.37,0.097,0.123,0.381,7.5,5.624329e-4,0.7721347852,0.1050460649
75.830163487,IN,73137,0.0315974254,4.0048619393,0.7731548359,0.0887166236,0.188,0.259,0.394,0.105,0.129,0.4,8.9,3.245085e-4,0.7355507868,0.0542926506
75.054195941,IN,65977,0.0387452759,4.4573253408,0.7899996612,0.0581189521,0.167,0.278,0.378,0.113,0.142,0.383,9.6,9.000338e-4,0.6882762488,0.11979062
77.588312625,IN,61681,0.0293791239,4.9124479102,0.797533257,0.0171664126,0.175,0.266,0.351,0.117,0.145,0.376,9.4,7.002502e-4,0.5390311093,0.1636614639
74.053918058,IN,60923,0.031646806,4.078223649,0.8036646897,0.0348910975,0.169,0.275,0.393,0.105,0.149,0.405,9.1,7.77834e-4,0.6447317288,0.1270600109
73.705155221,IN,50665,0.0378396144,5.1278501629,0.8304268234,0.0371882748,0.212,0.289,0.41,0.119,0.168,0.405,8.6,8.302357e-4,0.6335015847,0.1604514826
72.493256857,IN,55682,0.0305245056,4.1898359077,0.785827246,0.1129032258,0.205,0.289,0.417,0.107,0.146,0.369,8.6,2.490926e-4,0.8229943606,0.0960249268
72.273738441,IN,52956,0.0344757656,4.609214116,0.7436359335,0.0829769033,0.229,0.313,0.394,0.117,0.162,0.407,8.5,6.01902e-4,0.6971437094,0.1219465649
77.802834984,IN,76326,0.0274431058,3.4514195167,0.6821514029,0.1144990666,0.182,0.259,0.346,0.096,0.124,0.364,9.8,5.808888e-4,0.8020676287,0.0680655446
77.761818332,IA,71662,0.0294236711,4.1743635197,0.7932252368,0.0547439228,0.155,0.249,0.378,0.102,0.108,0.342,7.4,7.218738e-4,0.7153278625,0.1038886807
76.675217306,IA,61558,0.0321147424,4.2829539258,0.8194221647,0.0341768849,0.2,0.272,0.391,0.106,0.118,0.36,7.9,9.511537e-4,0.6531819873,0.1328535895
78.98810066,IA,80402,0.0292256972,3.6414993832,0.7872209161,0.0778688525,0.155,0.223,0.406,0.094,0.099,0.354,8.3,3.872779e-4,0.8109202454,0.0667666917
81.881987825,IA,102189,0.0220939999,4.0041958629,0.7768459782,0.061964849,0.109,0.18,0.322,0.085,0.079,0.276,7.6,4.239084e-4,0.6948468239,0.0728895779
77.331901386,IA,66410,0.0244690674,3.4954271632,0.7912930846,0.2700421941,0.189,0.27,0.403,0.099,0.094,0.33,7.5,2.188663e-4,0.8403281792,0.0708918654
78.695630646,IA,72749,0.0290512205,4.0483485758,0.7724132429,0.0468106148,0.192,0.283,0.415,0.097,0.101,0.353,9,7.698697e-4,0.7316742639,0.1141572017
81.954359886,IA,74665,0.0240360772,5.1101780316,0.8294663234,0.0264720435,0.128,0.196,0.309,0.095,0.101,0.308,9.5,0.0019192494,0.5883884656,0.1646466469
76.680263731,IA,65656,0.0326623623,4.1964568524,0.8392085513,0.2051282051,0.182,0.266,0.401,0.1,0.125,0.332,8.1,1.008675e-4,0.7886838868,0.1072515213
78.501196543,IA,73079,0.0346781619,4.0992018567,0.759511888,0.0404420597,0.141,0.229,0.373,0.101,0.097,0.32,9.6,6.246205e-4,0.7331327393,0.0988833508
74.905446549,IA,64005,0.0634610971,3.769106779,0.7557798,0.074598678,0.172,0.273,0.407,0.107,0.12,0.351,7.7,4.265676e-4,0.7333076032,0.0884914874
76.729773068,IA,66309,0.0317891064,3.8093789531,0.7550876367,0.1171602787,0.165,0.254,0.378,0.104,0.113,0.344,8,3.748126e-4,0.7486313337,0.1056111508
77.173642641,IA,79509,0.0287041729,4.0496253694,0.8060879701,0.0630713682,0.177,0.242,0.389,0.1,0.102,0.353,8,9.31882e-4,0.6707229106,0.1106910851
75.491193852,IA,70768,0.0288826746,4.258812616,0.80288357,0.0627125047,0.184,0.26,0.426,0.106,0.117,0.355,8.3,4.501415e-4,0.7034984413,0.1023372471
77.542043907,IA,77100,0.0346342577,4.5199363534,0.7617221346,0.0676225123,0.143,0.24,0.392,0.096,0.11,0.355,9.2,9.990239e-4,0.696002752,0.1021832447
76.690206273,IA,66288,0.0392984735,4.0537107047,0.7767442694,0.1117511521,0.188,0.286,0.413,0.112,0.123,0.353,7.8,1.778621e-4,0.7645223592,0.0861053637
75.536037723,IA,65984,0.0287143751,4.5442557929,0.8423279677,0.058561328,0.175,0.296,0.385,0.114,0.12,0.32,7.6,6.344276e-4,0.6843443696,0.1162402247
76.398860719,KS,70316,0.0265102757,4.3832090374,0.7937196876,0.0539799916,0.151,0.226,0.365,0.101,0.131,0.367,7.3,7.783051e-4,0.668821373,0.1088034158
75.308579085,KS,76742,0.0266465257,4.006112909,0.7446678126,0.0363044567,0.156,0.233,0.401,0.097,0.112,0.373,8.5,7.806861e-4,0.7820579421,0.0885598261
80.63713016,KS,103085,0.0241380971,3.8608736478,0.7722670369,0.0267865594,0.096,0.169,0.316,0.079,0.092,0.308,8.2,0.0011871778,0.6855627775,0.0998831049
74.362903628,KS,49874,0.0294117647,4.4402848338,0.7265500493,0.122826087,0.204,0.265,0.436,0.112,0.153,0.383,9.1,5.022097e-4,0.736998883,0.0841449162
76.968824406,KS,83086,0.0270657159,3.9976811742,0.7758238838,0.0737959606,0.149,0.221,0.401,0.099,0.117,0.373,8.9,4.867127e-4,0.6881427707,0.0988253935
75.253857903,KS,62470,0.0287956305,4.0025601639,0.7637766281,0.0578963322,0.188,0.243,0.38,0.108,0.135,0.399,7.7,5.861856e-4,0.6920770202,0.1047900505
75.518392178,KS,63587,0.0243068238,4.400442312,0.8453994363,0.0960830264,0.172,0.24,0.379,0.109,0.132,0.337,7.5,9.649644e-4,0.6679223284,0.1145353972
74.839780584,KS,67435,0.0294645829,4.4098603898,0.776904474,0.0851442946,0.173,0.238,0.335,0.108,0.137,0.372,6.7,8.89605e-4,0.6228197674,0.1153076626
74.952611831,KS,63612,0.027106164,4.3023531805,0.8512045427,0.0622103203,0.164,0.231,0.4,0.111,0.128,0.366,9.6,7.292555e-4,0.6698287892,0.1148832938
73.704342143,KS,61088,0.0337141336,4.4032885363,0.8687914641,0.0876712329,0.194,0.353,0.415,0.151,0.14,0.374,11,5.567329e-4,0.6135268856,0.1425390506
73.305262878,KY,61099,0.0415882385,4.9465411314,0.79018335,0.077631898,0.176,0.251,0.381,0.129,0.157,0.396,8,6.244742e-4,0.6828014203,0.1169871478
71.659557623,KY,45974,0.050304878,5.2396639763,0.8935208906,0.1018841591,0.199,0.283,0.373,0.121,0.18,0.447,7.8,2.641031e-4,0.7622387632,0.1004221954
67.291515354,KY,35566,0.0561811357,6.0530209618,0.8089545803,0.1446078431,0.254,0.315,0.442,0.143,0.221,0.425,7.4,5.029759e-4,0.6106445518,0.1330243337
77.995222605,KY,89313,0.0355633901,3.5667622408,0.7409493049,0.0477883658,0.173,0.219,0.385,0.106,0.103,0.39,9.4,5.894682e-4,0.7666315727,0.0819205594
75.72756828,KY,75402,0.0407725322,3.8273735461,0.779845777,0.0723744292,0.196,0.248,0.381,0.11,0.129,0.423,9.4,1.809016e-4,0.8390453461,0.0862866945
74.143607941,KY,51424,0.0438699111,4.8865893657,0.8097900931,0.0605678233,0.163,0.248,0.406,0.118,0.164,0.405,7.8,4.792332e-4,0.6368818772,0.140394948
72.127568244,KY,42914,0.0411629686,5.3243359303,0.7991101275,0.2265258216,0.257,0.335,0.414,0.142,0.191,0.459,7.9,1.260557e-4,0.7857487534,0.1057741441
71.491378916,KY,54934,0.0507060595,4.1170437406,0.8858017217,0.1356759395,0.213,0.296,0.418,0.139,0.163,0.419,8.5,6.08096e-4,0.5216544633,0.1563637851
74.932682497,KY,63213,0.0431299509,4.6797562369,0.7701885943,0.0766626842,0.192,0.242,0.356,0.114,0.147,0.386,7.9,5.530598e-4,0.667662852,0.1096071647
76.733811579,KY,67320,0.0337734688,5.0803797694,0.8444211113,0.0437175493,0.164,0.229,0.349,0.115,0.131,0.392,7.9,0.0012026365,0.5361349172,0.1473621193
72.560050206,KY,50804,0.0480801903,5.7643312102,0.6521884004,0.2034120735,0.242,0.312,0.41,0.13,0.181,0.433,7.8,3.284288e-4,0.7560131511,0.0983421251
66.955242249,KY,40604,0.059873080100000003,6.0920978186,0.6568669072,0.1645259939,0.231,0.304,0.399,0.127,0.228,0.461,7.3,5.669899e-4,0.721230982,0.1373878966
73.714392395,KY,65472,0.0411412425,4.0887210065,0.8364516761,0.1224885442,0.174,0.249,0.389,0.121,0.139,0.413,7.4,6.003208e-4,0.6232034035,0.0976610684
65.66415795,KY,36916,0.0660451888,5.3586526203,0.8215736559,0.2770780856,0.278,0.355,0.447,0.145,0.241,0.453,7,3.439841e-4,0.7082857143,0.1115848586
72.278422026,KY,55080,0.0442618461,4.7737355029,0.7751828564,0.0863402062,0.218,0.294,0.407,0.132,0.183,0.446,8.4,9.969427e-4,0.7175408663,0.0954659509
73.299649372,KY,64977,0.0391120399,4.6708838941,0.8196136799,0.0743792512,0.17,0.242,0.372,0.12,0.131,0.392,9.8,9.153153e-4,0.6181631612,0.1344232431
75.686154924,KY,75155,0.0349795013,4.1237085697,0.7592661231,0.0682852807,0.148,0.216,0.367,0.105,0.135,0.375,8.4,7.459068e-4,0.6926444388,0.1226297145
76.307475632,KY,79604,0.0368060749,4.2036900995,0.8098974775,0.0543087415,0.156,0.22,0.347,0.104,0.13,0.38,9.6,8.731821e-4,0.7003683813,0.1004002668
69.530801696,KY,37640,0.0584747495,6.4721152236,0.8005081213,0.1446629213,0.228,0.306,0.406,0.132,0.238,0.422,7.4,2.67478e-4,0.655571252,0.150771666
72.480017385,KY,52093,0.0449793338,5.633276565,0.7501172058,0.0906451613,0.213,0.292,0.411,0.126,0.177,0.41,7.7,3.836256e-4,0.714956996,0.1066490813
70.466571552,KY,51359,0.0514049227,5.1256799037,0.7983971951,0.1436031332,0.205,0.273,0.402,0.123,0.162,0.41,8,2.474941e-4,0.7775712515,0.1047006217
73.828346266,KY,65438,0.0385503034,4.5403598212,0.8521255245,0.0576782316,0.177,0.246,0.359,0.111,0.148,0.436,8.2,4.753555e-4,0.6240128533,0.1111489072
72.132216154,KY,54487,0.0482866044,5.1727673486,0.8220779221,0.0736666667,0.234,0.295,0.393,0.129,0.186,0.418,7.3,7.184018e-4,0.7186342593,0.1316535688
75.681537499,KY,81956,0.0334410659,3.6094011903,0.6895797735,0.0586194936,0.158,0.231,0.364,0.105,0.117,0.408,8.5,5.836709e-4,0.7214611872,0.0763743181
73.040605654,KY,60371,0.0375990182,4.6915597044,0.752541607,0.310840708,0.19,0.257,0.41,0.116,0.141,0.417,8.1,2.535754e-4,0.6628950449,0.1425642428
73.34532542,KY,60771,0.0485503517,4.8099222953,0.6296007327,0.2669983416,0.237,0.301,0.389,0.122,0.187,0.414,8.5,2.215003e-4,0.7174336973,0.0865306122
75.346133211,KY,62108,0.0393491615,4.5732200497,0.8070957662,0.0404681177,0.153,0.237,0.363,0.121,0.148,0.389,8.3,6.559193e-4,0.5670749705,0.1414178036
73.31319635,LA,58273,0.036890959,5.701404419,0.72848655,0.0944956729,0.171,0.275,0.403,0.132,0.169,0.405,8.3,6.941971e-4,0.673187832,0.1494293154
70.606976923,LA,43133,0.0371332775,6.1334486667,0.656369211,0.1387115496,0.208,0.314,0.368,0.124,0.195,0.38,8.3,3.665689e-4,0.679502067,0.1206380857
71.074164537,LA,44650,0.0421961326,5.9964274115,0.8212590018,0.0964172813,0.249,0.364,0.458,0.15,0.212,0.414,7.9,2.803548e-4,0.6871389271,0.1493934402
73.41021837,LA,57108,0.0358050993,4.9900921322,0.5016738403,0.0898483081,0.213,0.277,0.368,0.118,0.152,0.367,8.3,4.373497e-4,0.8317142648,0.0720458891
75.944593972,LA,71061,0.0323392953,4.7972531066,0.7960744286,0.120294599,0.182,0.282,0.447,0.12,0.152,0.429,9.5,4.72341e-4,0.660739816,0.138423013
71.430548568,LA,50773,0.0405524044,5.8476256462,0.7740324132,0.1268951879,0.205,0.304,0.459,0.149,0.167,0.4,9.6,0.0012570144,0.606456167,0.1755328056
73.467422067,LA,63912,0.0344509483,5.40261213,0.5932484937,0.0939083669,0.188,0.289,0.43,0.134,0.152,0.394,7.5,7.891583e-4,0.7224365219,0.1320358348
73.768926846,LA,39576,0.0396149574,6.1501488728,0.8795566642,0.3500570125,0.278,0.396,0.451,0.179,0.189,0.479,8.4,4.986465e-4,0.7049212991,0.1065116279
70.493086401,LA,43136,0.0471356055,5.6001884634,0.8342698594,0.2213983051,0.243,0.364,0.42,0.154,0.218,0.438,7.7,2.176752e-4,0.7037262357,0.174034972
73.187707433,LA,60205,0.0339963245,5.7070376432,0.7191878234,0.0683317009,0.166,0.274,0.379,0.127,0.141,0.43,8.3,8.669736e-4,0.5906059017,0.1704263788
71.135148229,LA,46178,0.0392622951,5.6191016978,0.6139713551,0.1357541899,0.258,0.371,0.463,0.156,0.22,0.43,8,6.518702e-4,0.6482843137,0.1566254646
72.880692792,LA,58560,0.0371009491,4.799864881,0.6728831229,0.2012522361,0.232,0.332,0.388,0.132,0.161,0.426,8,4.49721e-5,0.8209867964,0.0704614937
71.685627385,LA,51770,0.041164075,5.459004428,0.5990857106,0.1028819337,0.222,0.328,0.434,0.144,0.178,0.409,8.3,4.639362e-4,0.679854107,0.1420989625
75.182297337,LA,61168,0.0346731554,5.0199442173,0.8603471953,0.0980891058,0.173,0.291,0.397,0.127,0.154,0.415,8.1,9.22322e-4,0.623128383,0.1687920714
75.759984478,LA,64181,0.0319157177,5.5719475277,0.6996794052,0.0756861658,0.175,0.264,0.347,0.12,0.148,0.381,8.2,0.001076964,0.6610304256,0.1346811294
74.560347861,LA,60107,0.0316852789,5.3078199363,0.6564376043,0.1284246575,0.219,0.312,0.427,0.127,0.161,0.423,8.5,5.025435e-4,0.78308420459999994,0.1183137409
73.889545914,LA,73745,0.0297258538,4.3608836948,0.6586136697,0.1293701715,0.181,0.281,0.372,0.11,0.138,0.384,8.7,2.05719e-4,0.8127214672,0.0894827065
73.670927903,LA,53729,0.0445859147,7.8737468862,0.8244064686,0.072940778,0.175,0.266,0.381,0.136,0.164,0.394,7.9,0.0011167968,0.5054559525,0.2450945391
71.951383919,LA,52904,0.0378371414,6.7090844821,0.7867487457,0.0789012274,0.189,0.293,0.421,0.13,0.172,0.409,7.3,9.384763e-4,0.5949937504,0.1974507816
70.449233202,LA,52379,0.0349305048,5.3526687351,0.7416795666,0.0829851606,0.204,0.298,0.42,0.137,0.161,0.418,7.3,8.394609e-4,0.652918208,0.1376022966
71.972077065,LA,53183,0.0377922494,5.8898594546,0.6004724227,0.1055743243,0.232,0.33,0.464,0.14,0.198,0.411,8.4,1.35532e-4,0.803182086,0.1124389617
73.155863421,LA,52139,0.0420324021,5.5296830251,0.7519050038,0.185963521,0.224,0.333,0.441,0.141,0.184,0.409,7.9,2.485426e-4,0.7013858128,0.1539026998
69.647799499,LA,43051,0.0447686117,6.0660513593,0.7226837184,0.1063968668,0.232,0.346,0.484,0.15,0.182,0.409,8.3,6.701515e-4,0.7003919338,0.1415154038
71.826945749,LA,51179,0.0419705157,5.8495902298,0.7431958991,0.1600814664,0.248,0.348,0.446,0.151,0.179,0.444,8,4.353956e-4,0.6984228816,0.1280213843
76.543544781,LA,78484,0.032631438,4.5134978061,0.7074688513,0.0869018564,0.16,0.262,0.351,0.11,0.141,0.396,9,7.721205e-4,0.7882288016,0.1271857571
72.060958773,LA,55432,0.0428885247,5.4644381543,0.7312170609,0.0494618454,0.192,0.282,0.423,0.13,0.17,0.392,7.5,3.993581e-4,0.7151879819,0.1393392891
73.186461338,LA,62566,0.0337901962,4.9066714836,0.5911778808,0.0865403399,0.19,0.298,0.405,0.121,0.16,0.427,7.4,4.783457e-4,0.7362634736,0.1175110575
71.11736144,LA,52753,0.0416666667,6.4185303514,0.9951017251,0.1998450813,0.221,0.317,0.439,0.136,0.189,0.412,8.5,1.896544e-4,0.760761489,0.1546171322
74.077740485,LA,53711,0.0363590981,5.2632647537,0.5836262876,0.0873347251,0.204,0.303,0.391,0.126,0.173,0.387,8.3,4.195511e-4,0.7425390162,0.0869522354
72.958113719,LA,55872,0.0458338446,4.6674917492,0.8026584867,0.2109375,0.187,0.286,0.395,0.123,0.189,0.423,8.1,2.706811e-4,0.5576771432,0.0978183543
68.932705153,LA,45073,0.0427046263,5.6105504587,0.6878877692,0.1962927757,0.213,0.316,0.433,0.148,0.194,0.424,8.8,1.994106e-4,0.6938417087,0.1157724387
77.164651824,ME,73463,0.02865939,4.5052929872,0.8368800091,0.065243818,0.16,0.207,0.334,0.09,0.13,0.334,5.25,0.0010734219,0.7401801098,0.1183402974
74.996987652,ME,63456,0.0295966962,4.2942728335,0.8497686071,0.0896779521,0.164,0.223,0.364,0.094,0.138,0.378,5.1,7.385125e-4,0.6735717962,0.1233204007
74.99417416,ME,56361,0.0389587701,4.7850492511,0.8036717214,0.0757524518,0.189,0.266,0.417,0.1,0.162,0.391,5.7,0.0011217637,0.7438350627,0.106510317
79.543597172,ME,96255,0.0239970635,4.3191202101,0.8574085555,0.0545454545,0.125,0.181,0.294,0.074,0.106,0.309,7.6,0.0016577608,0.7037145297,0.126577504
