life_expectancy,state,median_income,unemployment,income_inequality,gender_pay_gap,disconnected_youth,adult_smoking,physical_inactivity,adult_obesity,diabetes_prevalence,food_insecurity,insufficient_sleep,pm25,primary_care_physicians,homeownership,severe_housing_cost_burden
81.18311538,CA,122000,0.041348686,4.6891812029,0.829083302,0.0516515814,0.105,0.186,0.284,0.096,0.092,0.358,11.1,0.0010142817,0.6765477503,0.174264941
80.602033471,CA,107063,0.0395751041,4.7706186737,0.7992659999,0.0670114943,0.106,0.152,0.248,0.078,0.099,0.338,14.6,7.556115e-4,0.7638505527,0.1646794725
75.915782071,CA,71271,0.0746247614,5.1282005372,0.8827302603,0.0822539178,0.142,0.261,0.39,0.13,0.162,0.362,20.3,6.758217e-4,0.5541697836,0.1933726707
75.367113289,CA,64197,0.0627736085,3.9278257469,0.9073927711,0.1104651163,0.156,0.265,0.341,0.112,0.141,0.373,17,1.73581e-4,0.6306463177,0.1675110488
75.799242703,CA,61307,0.0460073065,5.1819366398,0.8964979289,0.1144114411,0.173,0.217,0.331,0.096,0.158,0.364,8.8,6.089062e-4,0.5626845002,0.2093858699
76.234887759,CA,58768,0.1726880782,5.4730735852,0.8000439826,0.0640463075,0.14,0.323,0.385,0.151,0.21,0.415,11.9,2.502071e-4,0.5677667677,0.1850200718
74.220994058,CA,68436,0.0832156572,4.8703088915,0.7711058058,0.1136181088,0.166,0.308,0.359,0.13,0.159,0.387,21.1,4.783839e-4,0.598121642,0.1846355737
76.571550806,CA,65768,0.082102624,4.0896263137,0.914295306,0.1170908242,0.163,0.298,0.319,0.13,0.151,0.361,20,3.714734e-4,0.5481982806,0.1661902625
74.127437899,CA,57945,0.0578624678,5.3694309752,0.8710637851,0.1398678414,0.141,0.223,0.307,0.097,0.154,0.354,9.6,4.2172e-4,0.7093384919,0.1736446379
79.411059251,CA,86499,0.0502513244,5.3428062361,0.9279732804,0.068414153,0.106,0.226,0.262,0.114,0.132,0.357,15.6,7.539516e-4,0.4607934981,0.2411145172
76.539521154,CA,66084,0.074790518,4.6663753197,0.796336781,0.0762051282,0.152,0.286,0.352,0.127,0.158,0.376,17.1,4.704849e-4,0.6552692472,0.1833094067
76.811276899,CA,65891,0.0469807636,5.0800759734,0.9728029406,0.1129191321,0.145,0.216,0.294,0.098,0.151,0.355,12.4,7.776135e-4,0.6087358982,0.1820306572
76.154611006,CA,58962,0.0900346416,4.6268842383,0.8500786988,0.1005025126,0.18,0.311,0.345,0.136,0.166,0.389,15.3,4.189052e-4,0.5330299628,0.1915537135
80.84712662,CA,86809,0.0701490823,4.2510855745,0.8829244307,0.0726726264,0.139,0.255,0.328,0.111,0.13,0.344,8.8,6.47116e-4,0.5227950866,0.1900095584
81.216513295,CA,100469,0.0353465883,4.5617484458,1.0163436877,0.0191091559,0.129,0.228,0.287,0.096,0.1,0.329,10.3,9.837967e-4,0.6440408352,0.1789441058
79.988561151,CA,87142,0.0391703182,5.342655419,0.8299117028,0.0799118214,0.158,0.213,0.299,0.089,0.111,0.339,12.4,7.247287e-4,0.7443937621,0.2145246999
81.281396133,CA,109768,0.0355333623,4.7070357555,0.8280247622,0.0456036018,0.109,0.203,0.257,0.099,0.104,0.36,12.7,9.962722e-4,0.5644654,0.2029104901
81.226077435,CA,110020,0.0372588191,4.5451014783,0.7599482731,0.0601169357,0.115,0.165,0.258,0.086,0.089,0.33,13.1,0.0012199854,0.7427905959,0.1573774367
77.78627907,CA,90251,0.0479967112,4.4249777032,0.8173669649,0.0843312556,0.115,0.239,0.34,0.105,0.111,0.385,14.8,4.620901e-4,0.68859694,0.1864579848
77.990352897,CA,89984,0.044495148,4.5264244537,0.8734684431,0.0703388755,0.13,0.227,0.339,0.106,0.118,0.383,14.9,8.905414e-4,0.5862891858,0.1776718881
75.406198707,CA,84576,0.0465183271,4.3906817151,0.8472358743,0.0804064502,0.126,0.269,0.351,0.124,0.122,0.378,17.4,5.886883e-4,0.6153870336,0.1953600699
80.300615456,CA,103476,0.0388460016,4.6329455364,0.8753682522,0.0499375407,0.102,0.183,0.254,0.094,0.109,0.345,20.6,8.438654e-4,0.5450784689,0.2084284372
76.406422979,CA,86211,0.0623594145,4.4763417891,0.8346329286,0.0912832669,0.125,0.24,0.338,0.116,0.127,0.384,15.1,5.852472e-4,0.6153215148,0.1710574523
80.680590912,CA,89809,0.0345819212,4.6538930408,0.8042330863,0.0191961299,0.112,0.174,0.282,0.084,0.107,0.325,10,8.299224e-4,0.6189610366,0.2026458265
80.606527682,CA,90155,0.0411412705,4.8112923463,0.9199660233,0.0581351807,0.095,0.205,0.316,0.1,0.118,0.322,9.3,7.660003e-4,0.5286922664,0.2095555448
81.766669433,CA,102723,0.0574025838,5.1913468248,0.8043628093,0.0276522488,0.115,0.206,0.294,0.09,0.116,0.337,11.1,0.0010231822,0.5997749631,0.200184365
74.273091544,CA,71935,0.0514014265,4.9199110895,0.8054422836,0.0898466034,0.137,0.192,0.287,0.093,0.139,0.381,9.8,7.796244e-4,0.6535474935,0.1696730064
78.813129927,CA,99117,0.0465077341,4.1029438002,0.8575404999,0.0695096145,0.132,0.218,0.328,0.11,0.1,0.381,12.4,8.390227e-4,0.6322849807,0.1830702975
80.59529104,CA,100157,0.0361828176,4.2787129581,0.8798422609,0.0629376601,0.105,0.174,0.283,0.083,0.105,0.34,8.3,0.0010166973,0.6219960315,0.1831093636
75.443443084,CA,81582,0.0643255514,4.2492099063,0.8411222471,0.0731850479,0.128,0.255,0.347,0.109,0.136,0.356,15.6,6.546124e-4,0.6100296389,0.1806752119
77.317583756,CA,71968,0.0778414926,4.3518113086,0.8425841361,0.0774976657,0.164,0.27,0.32,0.116,0.143,0.367,16.7,7.57094e-4,0.5918170878,0.1572368013
75.500490899,CA,71368,0.0999517119,4.2552237843,0.8701335987,0.0852513529,0.154,0.309,0.38,0.132,0.166,0.351,20.8,4.632599e-4,0.5861814034,0.1665498255
80.73711678,CA,106526,0.0427407969,4.381475431,0.8621833492,0.0617230741,0.107,0.21,0.289,0.101,0.105,0.341,7.9,8.133044e-4,0.6415796004,0.1903093406
79.914901908,CA,91192,0.0469326579,5.9051435989,0.8715579532,0.0523352103,0.128,0.245,0.285,0.107,0.123,0.313,15.9,0.0012351027,0.5355688935,0.2020822319
75.054453792,CA,71493,0.0666290232,4.7412987375,0.769008258,0.1138831139,0.156,0.25,0.326,0.109,0.145,0.356,16.3,2.037856e-4,0.6331824823,0.1659442493
78.467466504,CO,92790,0.0316887108,4.3972156398,0.8239554164,0.0629310489,0.109,0.167,0.25,0.075,0.115,0.306,5.65,8.286206e-4,0.6631539885,0.1480519104
76.868546414,CO,95278,0.0341549976,3.8908164474,0.852292445,0.0954022989,0.148,0.233,0.34,0.098,0.116,0.34,9.2,5.190179e-4,0.6887394304,0.156688101
79.092212115,CO,97560,0.0311153725,4.0718540581,0.8386609131,0.0699032727,0.126,0.176,0.257,0.079,0.103,0.329,5.9,8.291342e-4,0.6512387254,0.1557312982
82.281546404,CO,97170,0.0284688027,5.273905631,0.8049404608,0.0600196383,0.103,0.125,0.186,0.063,0.105,0.247,10.2,0.0011986296,0.6245729498,0.1915444674
81.869898342,CO,113162,0.0302586968,3.6869563779,0.7664390163,0.0658965608,0.089,0.127,0.246,0.065,0.093,0.307,9.6,0.0011682708,0.6258853207,0.1119923962
75.95357407,CO,57075,0.0362366777,4.7015858924,0.860442374,0.1269412559,0.178,0.205,0.29,0.085,0.151,0.346,5.8,6.31692e-4,0.7639943074,0.1482237648
77.40781497,CO,93572,0.0334923675,4.8141375617,0.8777446324,0.0795516576,0.143,0.212,0.238,0.079,0.125,0.292,10.5,0.0013043545,0.4912585185,0.1628543391
82.449989279,CO,144807,0.0288906321,3.3870398731,0.6938342188,0.0274185937,0.081,0.118,0.209,0.062,0.076,0.267,7,6.992059e-4,0.7776757511,0.1094019882
76.230887393,CO,88794,0.033379157,3.9442592056,0.8243059993,0.0614041923,0.134,0.185,0.281,0.081,0.115,0.35,6,6.315501e-4,0.6638180059,0.1435140907
78.858819098,CO,102146,0.0294811287,3.9311942244,0.7978753743,0.056478279,0.106,0.138,0.249,0.072,0.101,0.307,9.3,8.833968e-4,0.706100462,0.1272843359
80.538440655,CO,88519,0.0282988485,4.4146809654,0.785265316,0.0419253993,0.091,0.127,0.211,0.065,0.111,0.272,8.2,8.302692e-4,0.6432035152,0.1619099668
76.741987974,CO,66339,0.0347341058,4.3527994792,0.7972981803,0.0344988345,0.158,0.186,0.303,0.079,0.129,0.307,6.1,0.0011694791,0.7189237752,0.1417533149
72.464580236,CO,63801,0.0442745471,4.8785061645,0.829601653,0.1317444955,0.146,0.228,0.314,0.1,0.161,0.377,5.6,6.661872e-4,0.683157367,0.1619489206
78.764784736,CO,90675,0.0326938398,3.969499123,0.7718268107,0.052551128,0.125,0.193,0.312,0.085,0.112,0.335,9.9,5.764096e-4,0.7554970463,0.1377438594
79.174899386,CT,91477,0.0375612918,5.128415079,0.826159768,0.0478309467,0.103,0.225,0.307,0.091,0.129,0.364,7.8,8.273249e-4,0.6618306259,0.1629589769
76.833054979,DE,81615,0.0397311117,4.3070153863,0.8347351535,0.0548337754,0.138,0.227,0.38,0.117,0.118,0.373,7.3,7.375043e-4,0.7226993834,0.1269580342
75.084676846,DE,72498,0.0451284823,3.8952164009,0.8339525089,0.0588400112,0.152,0.251,0.393,0.111,0.137,0.409,7.3,5.050258e-4,0.7097340585,0.1354067893
77.067826738,DE,86798,0.0388030073,4.4643873893,0.8361210977,0.0440715182,0.142,0.224,0.376,0.116,0.12,0.365,8.3,8.658266e-4,0.6851168236,0.1300085173
77.094690802,DE,78092,0.0384122919,4.1895605169,0.8699028456,0.0879690949,0.155,0.227,0.386,0.099,0.133,0.353,7.2,6.140744e-4,0.8126786354,0.1145766015
76.523411164,DC,104643,0.0490570017,6.3612833648,0.868624133,0.063980013,0.114,0.152,0.251,0.087,0.11,0.328,7.8,0.0012879636,0.4113995696,0.1643468899
76.523411164,DC,104643,0.0490570017,6.3612833648,0.868624133,0.063980013,0.114,0.152,0.251,0.087,0.11,0.328,7.8,0.0012879636,0.4113995696,0.1643468899
78.068184013,FL,73283,0.0290920528,4.590330624,0.8392730622,0.0693118931,0.12,0.235,0.317,0.096,0.132,0.388,7.9,7.301275e-4,0.6732392607,0.1763116799
77.679971344,FL,61843,0.030843186,5.8302165141,0.8416923315,0.0284807256,0.156,0.244,0.33,0.109,0.136,0.377,7.8,0.0015542297,0.5406646804,0.2083746628
74.18906107,FL,70859,0.0278266128,3.8489820006,0.7884119711,0.059430512,0.163,0.244,0.353,0.098,0.14,0.401,8.3,5.748794e-4,0.6828345464,0.1299645271
75.835402526,FL,77961,0.0298583642,4.3994262419,0.7742527488,0.0733669868,0.136,0.224,0.329,0.096,0.121,0.356,7.9,7.232886e-4,0.7692078654,0.1397013472
79.272690806,FL,74367,0.0288090408,4.814024685,0.8655560811,0.0661695537,0.134,0.26,0.318,0.12,0.113,0.405,9.3,7.571273e-4,0.6325990296,0.2288697134
78.806582538,FL,71381,0.0346526461,4.0747663551,0.792908486,0.1210553544,0.161,0.23,0.344,0.097,0.138,0.371,7.9,6.210128e-4,0.8316929134,0.1350410053
72.50908895,FL,54447,0.0449179672,4.4823519676,0.8234292425,0.10760910109999999,0.152,0.229,0.345,0.097,0.157,0.396,8.2,4.617827e-4,0.8483235535,0.1289917394
75.419766887,FL,82249,0.0289367546,3.6254877724,0.7736190232,0.048731584,0.137,0.211,0.356,0.099,0.111,0.405,8.8,5.351658e-4,0.7624423597,0.1107634387
84.027056719,FL,91402,0.0287234153,4.8386932655,0.9254814602,0.0687504238,0.137,0.236,0.274,0.097,0.117,0.332,7.6,8.212861e-4,0.7597891426,0.1800713698
72.378985361,FL,58949,0.0338411171,4.8153010606,0.9053367609,0.153125,0.202,0.278,0.383,0.118,0.148,0.393,8,5.114726e-4,0.708757485,0.1112848987
74.256321282,FL,69455,0.0314689953,4.4869769501,0.8363569438,0.0988004724,0.152,0.273,0.331,0.119,0.127,0.429,8.3,8.100527e-4,0.5806525662,0.166131961
72.732727545,FL,70838,0.0307400429,4.4237783656,0.8716542928,0.0897142234,0.162,0.243,0.326,0.109,0.138,0.381,9.7,7.63051e-4,0.6399931406,0.1438388055
77.900684916,FL,74753,0.0371434674,4.0381008035,0.8840160844,0.0428297464,0.135,0.21,0.334,0.097,0.121,0.381,8.1,5.29223e-4,0.8152338158,0.1396663954
74.864519115,FL,54619,0.0479667632,4.342122343,0.8144289228,0.1817812119,0.188,0.358,0.386,0.151,0.169,0.432,7.5,2.728648e-4,0.723680436,0.1172172098
74.434585846,FL,64092,0.038408814,3.9740969582,0.8239693926,0.0687103594,0.163,0.264,0.334,0.11,0.142,0.381,8.3,5.582193e-4,0.8182484108,0.1170178697
74.963827294,FL,51495,0.042739608900000003,4.544046253,0.8948873793,0.0951245363,0.176,0.295,0.362,0.118,0.156,0.389,7.8,5.80855e-4,0.7891735411,0.1180977423
77.452837411,FL,76528,0.0293416893,4.643411332,0.833579979,0.05956765,0.127,0.235,0.314,0.112,0.127,0.388,8.3,8.35479e-4,0.6106442479,0.1716227314
78.272090204,FL,73686,0.0352662892,4.49547165,0.8418686508,0.068627451,0.156,0.234,0.33,0.1,0.128,0.379,7.8,6.293458e-4,0.7933067428,0.1484336338
77.385487325,FL,70784,0.0311542275,4.0301947252,0.8052607373,0.084061203,0.158,0.243,0.348,0.113,0.12,0.388,8.9,5.861487e-4,0.76647604,0.1327079888
80.601092056,FL,71811,0.0317700454,4.2243525059,0.8832822709,0.0698393635,0.127,0.208,0.311,0.101,0.127,0.359,7.3,6.649949e-4,0.7398056247,0.1653790478
77.089036178,FL,66063,0.0310566309,5.1968041678,0.8642749353,0.0262191924,0.141,0.227,0.331,0.107,0.129,0.407,7.5,8.845115e-4,0.5185252708,0.1940298507
74.361429212,FL,53214,0.0351007363,4.7758257203,0.8214013097,0.155143339,0.181,0.287,0.385,0.103,0.15,0.415,8,1.132298e-4,0.79845349350000006,0.0977279433
79.839024496,FL,79213,0.0304125497,4.3716391389,0.8369480184,0.0846284528,0.159,0.248,0.339,0.104,0.122,0.405,8.5,6.203008e-4,0.746884347,0.1493111474
73.961486773,FL,58584,0.036371422,4.2315244691,0.8279546005,0.1225408255,0.173,0.288,0.391,0.113,0.138,0.414,8.5,5.804387e-4,0.7668089314,0.1333758069
80.359704058,FL,76430,0.0289105608,4.6729368207,0.7807025451,0.0556733828,0.149,0.211,0.276,0.091,0.121,0.339,7.9,6.940016e-4,0.8010616337,0.1589166629
79.697129164,FL,72030,0.0182001376,5.3304169004,0.8545267571,0.0744211862,0.13,0.302,0.303,0.133,0.137,0.389,7.8,8.280829e-4,0.5219313747,0.2513858802
75.906823106,FL,81990,0.0261515375,3.8159833646,0.7515865671,0.054353562,0.151,0.207,0.336,0.098,0.123,0.374,8.9,6.986941e-4,0.6775435969,0.1319370071
73.198587283,FL,54297,0.0321262972,4.2080321285,0.9199914749,0.1617578308,0.212,0.333,0.401,0.126,0.158,0.421,7.7,4.221924e-4,0.7455718707,0.1370888733
78.947032671,FL,78487,0.0284348175,4.4688763377,0.8197422654,0.0421326163,0.125,0.232,0.328,0.115,0.124,0.414,6.8,9.256747e-4,0.5736470514,0.1853554312
77.734782435,FL,76416,0.0336966372,3.9360512853,0.84479363,0.054423837,0.132,0.284,0.31,0.128,0.137,0.388,8.9,4.116226e-4,0.6623073117,0.2041383498
80.695456849,FL,84789,0.0300809794,4.8938361217,0.8379808638,0.0678627502,0.129,0.235,0.305,0.101,0.116,0.376,7.3,8.037453e-4,0.6986331197,0.201096389
76.233451384,FL,72065,0.0333108574,4.6386192383,0.8306569829,0.0657452513,0.144,0.223,0.347,0.099,0.133,0.376,8.7,5.136397e-4,0.7550378491,0.1400826612
77.580231199,FL,70684,0.0278225968,4.6462361708,0.8675575747,0.0839451005,0.158,0.235,0.322,0.094,0.128,0.38,7.9,9.136382e-4,0.6943923335,0.170454214
76.101922353,FL,66709,0.0365104436,4.1041235692,0.8343667138,0.0907589908,0.173,0.295,0.416,0.128,0.137,0.438,8.4,4.605054e-4,0.7001731473,0.1509691868
70.790954129,FL,51585,0.0397435443,4.8161444283,0.8638310761,0.2077632835,0.224,0.32,0.398,0.127,0.173,0.425,8.3,3.775264e-4,0.7261337684,0.1238901076
81.015968703,FL,106281,0.0266243556,4.18916458,0.7125505602,0.0432985205,0.093,0.161,0.265,0.076,0.097,0.313,8.7,9.505378e-4,0.8205868029,0.1241873474
78.214672427,FL,66876,0.0351277916,4.1328587607,0.8110891241,0.0779557387,0.154,0.267,0.347,0.115,0.123,0.387,7.9,3.376225e-4,0.7765496809,0.1650906071
76.347040329,FL,87581,0.0284344942,3.7209353307,0.7598512423,0.0531454566,0.145,0.23,0.311,0.094,0.116,0.402,9.7,5.773255e-4,0.7998035088,0.1016949153
80.252246127,FL,78218,0.0301040659,4.1858513847,0.8157798592,0.0510939256,0.131,0.191,0.288,0.082,0.118,0.351,7.9,7.896085e-4,0.7633757171,0.1539763451
79.068430751,FL,80698,0.0278176722,4.1285030405,0.8237858129,0.0324599839,0.124,0.204,0.314,0.1,0.112,0.366,7.3,7.9346e-4,0.6576031845,0.1541747893
78.385190701,FL,79334,0.0422217089,3.5641177968,0.815795933,0.1025979745,0.139,0.209,0.351,0.094,0.127,0.356,8.6,4.349813e-4,0.8810445019,0.1100630378
74.966048004,FL,66111,0.0326890394,4.1863829787,0.8444879322,0.0610889249,0.152,0.233,0.339,0.098,0.134,0.358,8.1,6.750388e-4,0.7280198487,0.1606775491
75.611300802,GA,74521,0.0320025844,4.8460786868,0.8157612551,0.0747354497,0.128,0.232,0.374,0.109,0.131,0.388,8.8,6.593783e-4,0.6535729799,0.1434804922
74.873041906,GA,72075,0.0276126909,3.5568315103,0.8514748155,0.0868008949,0.143,0.25,0.399,0.11,0.121,0.38,9.5,2.192527e-4,0.7946254619,0.1055075854
73.938103851,GA,78771,0.0307770595,4.008535594,0.7673576445,0.0789003927,0.154,0.259,0.378,0.106,0.13,0.371,9.1,3.698926e-4,0.7386294877,0.1073453642
70.625763728,GA,51569,0.0395883796,6.4798163597,0.8228923053,0.0868824532,0.181,0.321,0.485,0.142,0.166,0.434,8.2,0.0013970222,0.5152226002,0.2017715322
71.940684977,GA,59622,0.0294117647,4.4596345636,0.8140496678,0.2547332186,0.189,0.291,0.402,0.121,0.137,0.395,8.5,2.715178e-4,0.7106616387,0.1153354261
72.973049842,GA,71083,0.0328049431,4.5993844848,0.8171280214,0.0946723362,0.149,0.252,0.369,0.11,0.148,0.345,8.8,5.083301e-4,0.6929905042,0.142074429
75.61810595,GA,70556,0.0293543549,4.5449077516,0.8403095964,0.067332454,0.136,0.227,0.361,0.116,0.13,0.426,8.9,9.280226e-4,0.5628684764,0.1747708371
70.575595711,GA,51225,0.0368791302,4.1034289974,0.7711720247,0.1788389513,0.21,0.322,0.39,0.121,0.182,0.38,8.4,8.02182e-5,0.6739225552,0.0863528615
79.429827139,GA,104220,0.0257117634,3.689241834,0.7659968306,0.0656081695,0.13,0.216,0.351,0.095,0.108,0.359,9.3,4.114852e-4,0.7740890933,0.1090012912
73.788437033,GA,57974,0.0409614344,3.9963069948,0.8501521351,0.1052038112,0.179,0.343,0.454,0.149,0.119,0.451,8.2,2.524403e-4,0.531895556,0.2025586978
79.138528085,GA,99134,0.0282215754,4.2625473223,0.848439944,0.0366188441,0.097,0.167,0.289,0.092,0.101,0.362,8.2,7.798623e-4,0.6699294503,0.1220960409
78.426826938,GA,97031,0.0300119732,3.8571397456,0.7937932661,0.0549796156,0.15,0.237,0.36,0.109,0.109,0.356,9.7,0.0010523744,0.7849202235,0.0938850051
76.435159053,GA,93326,0.0291819184,3.9397028972,0.7636547823,0.059712774,0.138,0.218,0.441,0.098,0.112,0.37,8.8,4.534664e-4,0.7759269307,0.1002818354
78.224975785,GA,77722,0.0331510105,5.0359794748,0.9170358373,0.0692015001,0.13,0.213,0.335,0.12,0.112,0.37,9,0.0010610808,0.5849951349,0.181813268
70.324103485,GA,45863,0.0428428817,5.4550273797,0.8104707543,0.1502561184,0.188,0.315,0.444,0.157,0.166,0.474,10.3,7.778983e-4,0.4654609102,0.2272602865
75.582327261,GA,79672,0.0344533851,3.7922625839,0.8537486256,0.0948764453,0.148,0.267,0.428,0.128,0.105,0.425,9.3,4.320573e-4,0.6644071758,0.1254573756
74.946755779,GA,83900,0.0259295069,3.4812614046,0.7153341341,0.0748447205,0.149,0.233,0.386,0.096,0.107,0.379,9.1,2.247494e-4,0.785141159,0.0828763217
72.59643013,GA,61058,0.0315469566,4.9755827736,0.7820131387,0.0733727811,0.186,0.299,0.401,0.122,0.165,0.353,8.8,0.0013465491,0.6207206716,0.1300628788
81.026413608,GA,136347,0.0254172559,3.631376574,0.6608074579,0.0331325301,0.098,0.185,0.313,0.084,0.093,0.318,9.5,3.958402e-4,0.8497254522,0.0923917494
77.52843163,GA,94510,0.0342526302,5.8664369441,0.7556774598,0.0642126288,0.107,0.2,0.3,0.101,0.117,0.398,9.5,0.0011226526,0.541375868,0.1727090757
74.725227352,GA,70067,0.0284459061,4.8455848684,0.7271383458,0.109312749,0.139,0.244,0.359,0.111,0.142,0.405,7.7,5.192414e-4,0.6704404332,0.1359458731
73.127354982,GA,64795,0.029607978,4.5522600416,0.8056505109,0.1530837004,0.201,0.305,0.4,0.122,0.153,0.388,8.6,4.636228e-4,0.7258768773,0.1033774303
79.266172833,GA,84076,0.0286567188,4.0951784116,0.8858494726,0.057413802,0.118,0.231,0.333,0.12,0.107,0.369,8.3,6.593776e-4,0.6668907115,0.1691310628
74.815047607,GA,71753,0.0312129797,4.7009107749,0.8253394226,0.085506135,0.18,0.297,0.368,0.113,0.154,0.365,7.8,4.703468e-4,0.7468220339,0.1050882794
77.183412745,GA,78309,0.0240991961,4.297857929,0.8027478468,0.094641429,0.171,0.283,0.35,0.116,0.14,0.406,8.7,5.979679e-4,0.6887304772,0.126948743
71.226951346,GA,59384,0.0320774701,5.4087873179,0.7548308382,0.1620915033,0.191,0.275,0.338,0.099,0.151,0.378,8.4,4.252257e-4,0.7112076455,0.1143829944
75.304114433,GA,80908,0.0345797364,3.3881114004,0.8407638119,0.0730373649,0.13,0.238,0.393,0.119,0.088,0.401,9.1,4.852488e-4,0.7254254539,0.1261878026
75.016285678,GA,75266,0.0291281244,4.1516718473,0.7615019925,0.0508697079,0.142,0.265,0.393,0.109,0.115,0.448,9.5,5.274862e-4,0.6710157984,0.1111293634
70.752850372,GA,56867,0.0409782224,6.641044949,0.783400377,0.1034482759,0.195,0.309,0.415,0.129,0.174,0.416,9.3,8.4768e-4,0.6526774389,0.1358010411
73.476966671,GA,54984,0.0348118253,5.1619150841,0.7400987757,0.0678094278,0.181,0.289,0.395,0.129,0.152,0.408,8.3,5.617224e-4,0.5609196937,0.1504976303
71.987049397,GA,52492,0.0422735677,4.8531169568,0.7976651481,0.1321998281,0.17,0.307,0.417,0.146,0.157,0.442,8.4,0.0010359066,0.502369727,0.1810418225
74.085719742,GA,76151,0.0380686757,4.1550500965,0.8390710828,0.0778617083,0.169,0.276,0.423,0.127,0.117,0.412,9.1,2.340601e-4,0.7392366337,0.1527777778
76.884831252,GA,93773,0.0286458894,3.1086480294,0.7504719088,0.0881597154,0.152,0.252,0.385,0.104,0.099,0.417,9.2,1.381057e-4,0.8026549277,0.0812229664
71.092206146,GA,56330,0.0305785124,4.7386185559,0.6500782185,0.1712654615,0.166,0.267,0.396,0.114,0.146,0.358,8.3,2.503004e-4,0.7808164354,0.0813769264
73.156613975,GA,80652,0.0272678476,4.2550118257,0.833492024,0.1787037037,0.144,0.237,0.342,0.096,0.114,0.344,8.4,2.053704e-4,0.8481168332,0.1023798115
71.402295998,GA,52073,0.0459049594,5.1491685766,0.8249049507,0.0897984117,0.185,0.302,0.444,0.147,0.157,0.434,10.7,8.897619e-4,0.5141756528,0.1892928596
75.673791186,GA,76081,0.0372343896,3.7270150083,0.9823240206,0.0863271713,0.154,0.286,0.449,0.134,0.102,0.427,9.3,7.015157e-4,0.65779322119999994,0.1565410733
70.671376817,GA,48866,0.0377715602,5.4438609891,0.9274160185,0.1525735294,0.169,0.285,0.425,0.125,0.181,0.404,8.9,7.8035e-4,0.6568579046,0.1476705491
73.301731332,GA,58363,0.0295661356,4.1947674419,0.8596740188,0.1045576408,0.203,0.318,0.418,0.111,0.16,0.408,8.5,1.897533e-4,0.7565791987,0.085590595
74.711761656,GA,79829,0.0295300636,3.9884365469,0.8150714309,0.0519207157,0.178,0.27,0.358,0.114,0.13,0.37,9.3,2.403533e-4,0.7917942262,0.115119874
76.549346189,GA,41163,0.0559311616,6.2931111111,1.3530418547,0.1981258367,0.251,0.345,0.475,0.157,0.173,0.43,8.8,2.677018e-4,0.68802589,0.1597222222
75.069570842,GA,63111,0.0386681975,4.1155872327,0.8273072549,0.0939341421,0.184,0.305,0.369,0.132,0.153,0.389,8.6,5.347698e-4,0.679981164,0.0893138745
81.436895423,HI,96716,0.0295997528,4.4288389069,0.8407005712,0.0850934832,0.105,0.206,0.27,0.103,0.131,0.459,3.7,8.913998e-4,0.62551049,0.1891195227
79.522001185,HI,73092,0.0300803264,5.3054721854,0.8447230222,0.1106422879,0.138,0.193,0.26,0.092,0.144,0.399,3.5,7.688289e-4,0.731009622,0.1685321856
81.707869269,HI,102382,0.027077414,4.2915175337,0.8476096498,0.0820560967,0.119,0.222,0.262,0.114,0.123,0.495,3.9,0.00093117130000000005,0.5953996458,0.1935515466
81.740477546,HI,83764,0.0439533866,4.3052215489,0.8534369492,0.0802898122,0.134,0.204,0.241,0.1,0.121,0.426,3.9,8.342417e-4,0.6499414256,0.1941862876
78.030124221,ID,74859,0.0309482283,3.9542525032,0.7600971758,0.0687428953,0.124,0.21,0.336,0.088,0.114,0.332,7.2,6.175947e-4,0.723731337,0.110829967
79.739077472,ID,90513,0.027423875,3.9246352175,0.7818422469,0.0499393672,0.115,0.176,0.287,0.077,0.097,0.306,7.8,8.868383e-4,0.7135434672,0.1094374758
75.216144295,ID,67371,0.0309485621,4.4463894168,0.7778331301,0.0891288433,0.139,0.224,0.368,0.096,0.124,0.369,6.7,7.364354e-4,0.6863227355,0.1159896762
75.107775813,ID,73409,0.0306511803,4.0245214455,0.7898224271,0.0710560626,0.147,0.257,0.411,0.098,0.115,0.339,6.7,2.864392e-4,0.8063589231,0.0794140324
78.77125024,ID,68030,0.043449168,4.2915207213,0.7863704377,0.0682788051,0.145,0.213,0.267,0.084,0.127,0.306,12.7,4.849367e-4,0.7764681872,0.1398756193
76.922477846,ID,74948,0.0260114279,3.9421933343,0.6439708532,0.0969174855,0.128,0.226,0.352,0.093,0.109,0.368,6.6,3.83022e-4,0.7160772742,0.0957446809
77.448955324,ID,72059,0.0340411681,3.383210292,0.7668441855,0.1102483386,0.152,0.259,0.377,0.101,0.114,0.355,10.5,3.126093e-4,0.7508809616,0.1037294595
78.387966467,ID,75235,0.0362505411,3.9366665723,0.7733100713,0.0512787724,0.133,0.202,0.343,0.081,0.113,0.345,13,8.009389e-4,0.7221144941,0.1276159877
75.093764263,ID,70340,0.0277662661,4.7057829119,0.7189336916,0.0770667912,0.137,0.22,0.355,0.094,0.13,0.357,10.8,6.595374e-4,0.7217971014,0.1441651706
77.174090641,ID,67532,0.0381659615,3.4805368363999998,0.8628961352,0.1597676107,0.164,0.28,0.374,0.105,0.123,0.309,10.2,3.795066e-4,0.7449636114,0.1050307013
75.988765947,ID,66664,0.0320354301,3.8787440883,0.7177714152,0.1374753452,0.134,0.241,0.365,0.092,0.12,0.342,7.2,6.504559e-4,0.6959188488,0.1146683596
